session_id	 task_number	 task_id	 task_url	 user_agent	 study_url	 task_status	 task_sequence	 task_creation_date	user_id	 study_name	 session_date	 session_status	 session_creation_date	 session_created_by	 session_last_update_date 
7309901	0	instructions	//user/ybalab/daniel/death1/instructions.jsp	Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; rv:11.0) like Gecko	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 15:34:27	9995541	ybalab.daniel.death1.0001	19Jun2014 15:34:27	null	19Jun2014 15:34:27	YUIAT_RESEARCH_USER	NULL 
7309901	1	consent	//user/ybalab/daniel/death1/consent.html	Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; rv:11.0) like Gecko	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 15:34:33	9995541	ybalab.daniel.death1.0001	19Jun2014 15:34:27	null	19Jun2014 15:34:27	YUIAT_RESEARCH_USER	NULL 
7309901	2	realstart	//user/ybalab/daniel/death1/intro.jsp	Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; rv:11.0) like Gecko	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 15:34:41	9995541	ybalab.daniel.death1.0001	19Jun2014 15:34:27	null	19Jun2014 15:34:27	YUIAT_RESEARCH_USER	NULL 
7309903	0	instructions	//user/ybalab/daniel/death1/instructions.jsp	Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 15:35:58	9995000	ybalab.daniel.death1.0001	19Jun2014 15:35:58	null	19Jun2014 15:35:58	YUIAT_RESEARCH_USER	NULL 
7310127	0	instructions	//user/ybalab/daniel/death1/instructions.jsp	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:03:17	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	1	consent	//user/ybalab/daniel/death1/consent.html	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:03:31	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	2	realstart	//user/ybalab/daniel/death1/intro.jsp	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:03:49	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	3	behaviours	//user/ybalab/daniel/death1/piindex.jsp?i=/implicit//user/ybalab/daniel/death1/behaviours.js&	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:04:05	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	4	tomsr	//user/ybalab/daniel/death1/tomsr.htm	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:06:04	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	5	instiat	//user/ybalab/daniel/death1/instiat.htm	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:06:08	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	6	iat	//user/ybalab/daniel/death1/iatindex.jsp?i=/implicit//user/ybalab/daniel/death1/iat.js&	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:06:31	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	7	toexp	//user/ybalab/daniel/death1/toexp.htm	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:11:19	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	8	exp	//user/ybalab/daniel/death1/exp.jsp	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:11:23	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	9	tomem	//user/ybalab/daniel/death1/tomem.htm	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:12:05	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	10	mem	//user/ybalab/daniel/death1/mem.jsp	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:12:07	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310127	11	debriefing	//user/ybalab/daniel/death1/debriefing.jsp	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:12:22	9995552	ybalab.daniel.death1.0001	19Jun2014 16:12:22	C	19Jun2014 16:03:17	YUIAT_RESEARCH_USER	19Jun2014 16:12:22
7310178	0	instructions	//user/ybalab/daniel/death1/instructions.jsp	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.3)	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:08:00	9995538	ybalab.daniel.death1.0001	19Jun2014 16:07:59	null	19Jun2014 16:07:59	YUIAT_RESEARCH_USER	NULL 
7310178	1	consent	//user/ybalab/daniel/death1/consent.html	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.3)	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:08:06	9995538	ybalab.daniel.death1.0001	19Jun2014 16:07:59	null	19Jun2014 16:07:59	YUIAT_RESEARCH_USER	NULL 
7310178	2	realstart	//user/ybalab/daniel/death1/intro.jsp	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.3)	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:08:08	9995538	ybalab.daniel.death1.0001	19Jun2014 16:07:59	null	19Jun2014 16:07:59	YUIAT_RESEARCH_USER	NULL 
7310178	3	behaviours	//user/ybalab/daniel/death1/piindex.jsp?i=/implicit//user/ybalab/daniel/death1/behaviours.js&	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.3)	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:08:10	9995538	ybalab.daniel.death1.0001	19Jun2014 16:07:59	null	19Jun2014 16:07:59	YUIAT_RESEARCH_USER	NULL 
7310267	0	instructions	//user/ybalab/daniel/death1/instructions.jsp	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:16:38	9995544	ybalab.daniel.death1.0001	19Jun2014 16:16:38	null	19Jun2014 16:16:38	YUIAT_RESEARCH_USER	NULL 
7310267	1	consent	//user/ybalab/daniel/death1/consent.html	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:16:43	9995544	ybalab.daniel.death1.0001	19Jun2014 16:16:38	null	19Jun2014 16:16:38	YUIAT_RESEARCH_USER	NULL 
7310267	2	realstart	//user/ybalab/daniel/death1/intro.jsp	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:16:54	9995544	ybalab.daniel.death1.0001	19Jun2014 16:16:38	null	19Jun2014 16:16:38	YUIAT_RESEARCH_USER	NULL 
7310267	3	behaviours	//user/ybalab/daniel/death1/piindex.jsp?i=/implicit//user/ybalab/daniel/death1/behaviours.js&	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:17:15	9995544	ybalab.daniel.death1.0001	19Jun2014 16:16:38	null	19Jun2014 16:16:38	YUIAT_RESEARCH_USER	NULL 
7310267	4	tomsr	//user/ybalab/daniel/death1/tomsr.htm	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:19:20	9995544	ybalab.daniel.death1.0001	19Jun2014 16:16:38	null	19Jun2014 16:16:38	YUIAT_RESEARCH_USER	NULL 
7310267	5	instiat	//user/ybalab/daniel/death1/instiat.htm	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:19:23	9995544	ybalab.daniel.death1.0001	19Jun2014 16:16:38	null	19Jun2014 16:16:38	YUIAT_RESEARCH_USER	NULL 
7310267	6	iat	//user/ybalab/daniel/death1/iatindex.jsp?i=/implicit//user/ybalab/daniel/death1/iat.js&	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:19:47	9995544	ybalab.daniel.death1.0001	19Jun2014 16:16:38	null	19Jun2014 16:16:38	YUIAT_RESEARCH_USER	NULL 
7310391	0	instructions	//user/ybalab/daniel/death1/instructions.jsp	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:34:51	9995561	ybalab.daniel.death1.0001	19Jun2014 16:47:01	C	19Jun2014 16:34:51	YUIAT_RESEARCH_USER	19Jun2014 16:47:01
7310391	1	consent	//user/ybalab/daniel/death1/consent.html	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:35:08	9995561	ybalab.daniel.death1.0001	19Jun2014 16:47:01	C	19Jun2014 16:34:51	YUIAT_RESEARCH_USER	19Jun2014 16:47:01
7310391	2	realstart	//user/ybalab/daniel/death1/intro.jsp	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:35:20	9995561	ybalab.daniel.death1.0001	19Jun2014 16:47:01	C	19Jun2014 16:34:51	YUIAT_RESEARCH_USER	19Jun2014 16:47:01
7310391	3	behaviours	//user/ybalab/daniel/death1/piindex.jsp?i=/implicit//user/ybalab/daniel/death1/behaviours.js&	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:35:28	9995561	ybalab.daniel.death1.0001	19Jun2014 16:47:01	C	19Jun2014 16:34:51	YUIAT_RESEARCH_USER	19Jun2014 16:47:01
7310391	4	tomsr	//user/ybalab/daniel/death1/tomsr.htm	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10	/user/ybalab/daniel/death1/death1.expt.xml	null	null	19Jun2014 16:38:00	9995561	ybalab.daniel.death1.0001	19Jun2014 16:47:01	C	19Jun2014 16:34:51	YUIAT_RESEARCH_USER	19Jun2014 16:47:01
